title,text
揭晓：世界各国的人分别爱看哪种书？,大数据分析显示，各国民众对书籍的“口味”各有不同。拉美人爱看恐怖故事和浪漫文学，德国、意大利、波兰人则爱看奇幻小说。
社交媒体如何影响你的心理健康？,我们对社交媒体日益增长且不受限制的痴迷，已经对我们的心理健康产生不良后果。有什么办法可以保护自己呢？
世界各地多条河流发现药品残留 威胁水生物和人类健康,报告指出，药物污染已经蔓延至全球河流，世界各地的河道中普遍发现药物残余，其中最常见的是治疗糖尿病和癫痫的药物。
每日新闻播报（February 22）,今日播报内容：北京2022年冬奥会圆满闭幕；1月国内5G手机出货量2632.4万部；三亿人上冰雪是北京冬奥会最重要遗产；英国女王新冠病毒检测呈阳性。
冬残奥会迎来规模最大中国代表团 96名运动员将参赛,这是我国参加冬残奥会以来，代表团规模最大、运动员人数最多、参赛项目最全的一届。
Cutting off his nose to spite his face? 跟自己过不去,Cut off one’s nose to spite one’s face意思是为了跟别人呕气而伤害自己，用伤害自己的方式来解决已有的问题，最终会得不偿失。
一课译词：寸步难行,“寸步难行”，汉语成语，意思是连一步都难以进行，形容走路困难；也比喻处境艰难。
每日新闻播报（February 21）,今日播报内容：俄罗斯保安上班无聊给名画'画眼睛'；穿哪种颜色的衣服最招蚊子；报告：未来30年美国海平面将大幅上升；超七成纽约选民认为该市犯罪问题严重。
每日一词∣北京冬奥会闭幕 curtain falls on Beijing 2022 Winter Olympics,第二十四届冬季奥林匹克运动会闭幕式20日晚在国家体育场举行。中共中央总书记、国家主席、中央军委主席习近平出席闭幕式。国际奥委会主席巴赫致辞并宣布第二十四届冬奥会闭幕。
“带动三亿人参与冰雪运动”将成北京冬奥会最重要遗产,中国“带动三亿人参与冰雪运动”目标的实现，是北京冬奥会给予全球冬季运动和奥林匹克运动最重要的遗产。
这项大工程正式全面启动了！,至此，全国一体化大数据中心体系完成总体布局设计，“东数西算”工程正式全面启动。
Hard to wrap your head around? 难以理解,Hard to wrap one’s head around意思是难以理解，难以领会。
国际奥委会高度赞赏北京冬奥会疫情防控,疫情防控是北京冬奥会成功的关键。国际奥委会对北京冬奥会的疫情防控工作高度赞赏，认为防控措施行之有效。
一课译词：穷追不舍,“穷追不舍”，汉语成语，意思是坚持追赶不放松。可以翻译为“keep after，be in hot pursuit of”等。
每日新闻播报（February 17）,今日播报内容：中国代表团创冬奥历史最佳战绩；中国将全面实施企业信用风险分类管理；全国已建成869个进口冷链食品集中监管仓；'一墩难求'折射出中国知识产权保护的大进步。
每日一词∣六税两费 six local taxes and two fees,2月14日，国务院总理李克强主持召开国务院常务会议，确定促进工业经济平稳增长和服务业特殊困难行业纾困发展的措施。
北京冬奥会高科技场馆让运动员“如虎添翼” 助其打破多项纪录,来自世界各地的运动员不断刷新个人记录，并创下了多项奥运和世界纪录，这些成绩和北京冬奥会场馆的高科技是密不可分的。
1月份CPI同比上涨0.9%，涨幅回落,其中食品价格同比下降3.8%，降幅比上月扩大2.6个百分点。
被布置任务时，怎么回答“知道了”？,当上司给你布置一项任务时，怎样用英语回答自己“知道了”？
Clean sheet? 无失球,Clean sheet指的是在球赛或赛季中无失球，或者清白的历史。
研究：枪击取代车祸，成美国人创伤致死的首要原因,一项新研究发现，因美国的枪击死亡人数持续激增，枪击已经超过车祸，成为该国创伤致过早死亡的主要原因。
一课译词：绰绰有余,“绰绰有余”，汉语成语，形容人力、财物等很宽裕，用不完。可以翻译为“enough and to spare”。
每日一词∣国家老龄事业发展the development of national undertakings for the aged,国务院日前印发《“十四五”国家老龄事业发展和养老服务体系规划》
每日新闻播报（February 24）,今日播报内容：2022年中央一号文件公布；减税降费今年力度更大；中国代表呼吁通过外交努力合理解决乌克兰问题；香港将全民强制核酸检测。
北京：16项辅助生殖技术纳入医保,为实施积极生育支持措施，北京市将门诊治疗中常见的16项辅助生殖技术项目纳入医保甲类报销范围。
世卫组织创建新技术中心 拟“复制”莫德纳疫苗供应低收入国家,世界卫生组织先后在南非和韩国创建了技术中心，致力于再造莫德纳新冠疫苗，并通过技术共享提高低收入国家的疫苗接种率。
“故事烂尾”用英语怎么说？,在英语中，有不少说法可以用来谈论一个“虎头蛇尾”的故事。
名人+美食“联名款”，原来这些食物都是以人命名的！,宫保鸡丁、卡布奇诺、马天尼，这些熟悉的美食和饮品其实都是以人命名的。一起来看看这些菜肴背后的故事吧。
每日一词∣国家高新区   China's national high-tech zones,科技部副部长邵新宇在2月25日举行的新闻发布会上介绍称，国家高新区表现出强劲的抗风险能力和逆势增长势头，以0.1%的国土面积创造了约全国13%的国内生产总值 (GDP)。
联合国将就乌克兰局势举行联大紧急特别会议,联合国安理会27日举行会议，表决通过了要求就乌克兰局势举行紧急特别联大的第2623号决议。
别再把手机电量一次性充满了！这样做才能延长手机电池寿命,你是不是习惯把手机电量充到100%或者是让手机连续充电一整夜？你可能没有意识到，这种做法其实正在缩短电池的寿命。
“烘焙使人快乐”，原来是有科学依据的,心理学家认为，烘焙有“治愈疗效”，能够帮助人们缓解压力，获得心灵上的满足。
香菜味冰淇淋火了，网友：口感清新，吃完还想再来一个！,这款新地撒上香菜碎屑和香菜味糖浆，颜色明快、让人直呼上头，不少网友纷纷跟风打卡。
去年北京考古出土文物约5000件,2021年，北京考古工作和大遗址保护取得新进展。
国际奥委会官员盛赞北京冬奥：筹办超出预期，运动员纷纷点赞,杜比称：运动员的脸上洋溢着笑容，全都在称赞场馆、赛事组织、住宿和餐饮。
一课译词：一扫而空,“一扫而空”，汉语成语，字面意思是一下子便扫除干净，比喻彻底清除。可以翻译为“be swept away”。
双语速览！最高检工作报告有这些亮点,最高检工作报告有哪些亮点？一起来看
双语速览！最高法工作报告有这些亮点,最高人民法院院长周强向大会作最高人民法院工作报告。报告有哪些亮点，一起来了解一下。
一课译词：落空,“落空”，意思是未达到目的、目标等，可以翻译为“come to nothing，fall through，fail”等。
每日新闻播报（February 23）,今日播报内容：北京冬残奥会中国体育代表团成立；最高检:严惩网上侵犯人格权犯罪；'东数西算'工程正式启动；普京签署命令宣布承认乌克兰东部两个'共和国'
一课译词：众望所归,“众望所归”，意思是大家一致期望的。形容威望很高，得到群众的信任。可以翻译为“enjoy popular confidence”。
每日一词∣城镇环境基础设施建设construction of urban and rural environmental infrastructure,近日，国务院办公厅转发国家发展改革委等部门《关于加快推进城镇环境基础设施建设的指导意见》，部署加快推进城镇环境基础设施建设。
每日一词∣生态农场ecological farms,农业农村部近日印发《推进生态农场建设的指导意见》。《意见》提出，到2025年，在全国建设1000家国家级生态农场，带动各省建设10000家地方生态农场。
美国民众应对物价飙升：啥也不买,受通胀危机影响，美国物价涨幅创下了四十年新高。曾经以消费主义著称的美国人从“买买买”转变为“啥也不买”。
原来“歪果饺子”长这样，来看各国千奇百怪的dumplings,不仅中国有饺子，其他国家也有类似的传统食物，比如西班牙的烤饺子、印度的咖喱角、意大利的团子等。
每日新闻播报（January 26）,今日播报内容：2021年生态环境质量持续改善；'现代流通体系建设规划'公布；人民币成第四大活跃货币；2021年我国5G手机出货量达2.66亿部
长征系列运载火箭第407次飞行！我国成功发射L-SAR 01组A星,该卫星主要用于对地质环境、山体滑坡、地震灾害等进行有效监测。
每日一词∣内外贸一体化发展 integrated development of domestic and foreign trade,近日，国务院办公厅印发《关于促进内外贸一体化发展的意见》，就促进内外贸一体化，形成强大国内市场，畅通国内国际双循环作出部署。
印度新人将举办元宇宙婚礼派对 邀请过世父亲出席,一对印度新人决定在元宇宙中举办一场霍格沃茨主题的婚礼派对，新娘已过世的父亲也会“参加”这场虚拟派对并送上祝福。
面对新冠疫情，美国彻底躺平 | 小象漫评,现在美国五分之一人口感染，干脆选择躺平。不止感染人数创新高，而且超市里断货，经济迎来大萧条。
TED演讲：如何在工作中找到你的贵人？,演讲者告诉我们，举荐人（sponsor）对于你的晋升至关重要。如何拥有一个举荐人？你需要两种货币——绩效货币和关系货币。
每日新闻播报（February 14）,今日播报内容：我国推动建立太湖流域生态保护补偿机制；曝中情局用儿童做人体实验；美国民众应对物价飙升:啥也不买；药物滥用或将致美国每年损失万亿美元。
一课译词：十拿九稳,“十拿九稳”，指十成的几率，占了九成，形容做事很有把握。可以翻译为“be in the bag，have something well in hand”等。
揭秘：情人节为什么要送红玫瑰？,为什么情人节要送红玫瑰？红玫瑰是从什么时候起成为爱情的象征的？这要从古希腊的神话传说讲起。
创新高：超七成纽约选民认为，该市犯罪问题非常严重,纽约市74%的选民认为该市犯罪问题非常严重，65%的选民担心自己会成为犯罪的受害者。
“公筷”的英文不是“public chopsticks”！正确说法是……,公筷就是“serving chopsticks”，类似地，“公勺”就是“serving spoon”。像“公筷”这样看似简单、但翻译起来容易跑偏的词还有很多。
王濛解说哪句最好笑？三个字：每句话！,如果你现在还不知道王濛，一定是网速不好。东北女孩王濛，在赛事解说界展示了自己强大的能力。
一课译词：全神贯注,“全神贯注”，汉语成语，意思是全部精神集中在一点上，形容注意力高度集中。可以翻译为“be absorbed in”。
穿哪种颜色的衣服最招蚊子？研究找到了答案！,天气转暖，再过一阵子蚊虫又要开始“上班”了。如果你是招蚊体质，穿衣服记得避开蚊子最喜欢的颜色，以免被蚊子“独宠”。
每日新闻播报（February 10）,今日播报内容：跨境电商综合试验区再扩容；谷爱凌自由式滑雪大跳台夺冠；保障性租赁住房贷款出新政；'华龙一号'通过英国通用设计审查。
Washed up? 完蛋了,Washed up意思是不行了，完蛋了， 常用来指一个人的职业生涯结束了。
每日一词|冰墩墩 Bing Dwen Dwen,北京冬奥会吉祥物“冰墩墩”近日引爆购买潮，导致“一墩难求”。
春节假期全国共揽收投递快递包裹7.49亿件,今年春节期间，全国邮政快递业运行情况总体安全稳定，邮政快递服务业务量增幅较大。
每日新闻播报（February 7）,今日播报内容：接种新冠疫苗不会影响生育能力；猫咪成最受欢迎的都市宠物；印度新人将举办元宇宙婚礼派对；戴口罩让人看上去更有魅力。
销售近亿元!网上年货节刮起“上合风”,上合组织国家特色商品电商直播活动成为“2022全国网上年货节”一大亮点。
一课译词：狼吞虎咽,“狼吞虎咽”，汉语成语，形容吃东西又猛又急的样子。与英文习语“wolf down”意思相同。
每日新闻播报（January 28）,今日播报内容：2021年新增减税降费1.1万亿元；深圳24条举措放宽市场准入；我国成功发射L-SAR 01组A星；美国超1000万名儿童感染新冠病毒。
每日一词∣节能减排 energy conservation and emission reduction,近日，国务院印发《“十四五”节能减排综合工作方案》。《方案》明确，到2025年，全国单位国内生产总值能源消耗比2020年下降13.5%，能源消费总量得到合理控制。
米妮换新颜 红裙变裤装,为了纪念国际妇女节和巴黎迪士尼乐园开园30周年，迪士尼联合英国著名时装设计师推出了穿蓝色波点西服裤装的米妮形象。
Make one’s bed… and lie in it? 自作自受,Make one’s bed指的是整理自己的床铺，引申义是自作自受。
北京冬奥会看点：宝刀未老，这些老将值得关注！,作为全世界最受瞩目的冰雪赛事，冬奥会将汇聚来自各个国家的运动健儿。下面这些冬奥老将的表现不容错过。
每日一词∣现代商贸流通体系 modern commercial distribution system,国家发展改革委1月24日发布《“十四五”现代流通体系建设规划》。规划围绕深化现代流通市场化改革、完善现代商贸流通体系、加快发展现代物流体系等6大领域提出任务举措。
研发经费投入达2.79万亿元！2021年我国研发投入强度创新高,2021年，我国科技创新能力持续增强，研发投入强度再创新高。
一课译词：一帆风顺,“一帆风顺”，字面意思是船升满帆，顺风航行。比喻做事非常顺利，没有阻碍。可以翻译为“everything goes smoothly”。
“国家速滑馆”英文为啥用oval而不是gym？,这次冬奥会将启用北京赛区、延庆赛区和张家口赛区的26个竞赛场馆和非竞赛场馆。不过，值得注意的是，它们虽然都是体育馆，但英语表达中却不尽相同。
吃香蕉助眠，吃奶酪做怪梦……睡前饮食红黑榜,睡前饮食直接影响睡眠质量，专家建议睡前至少2小时之内不要进食过多食物，且应避免摄入以下几种食物。
一课译词：息息相关,“息息相关”，汉语成语，意思是彼此呼吸都相互关联，形容关系非常密切。可以翻译为“be closely linked to”。
每日新闻播报（January 25）,今日播报内容：我国多举措促进内外贸一体化发展；2021年全国安全生产事故总量下降9%；上海去年实际使用外资再创新高；转播机构:北京冬奥开幕式'非常震撼'。
每日一词∣国际物流供应链 international logistics supply chains,"国务院近日发布《""十四五""现代综合交通运输体系发展规划》（以下简称《规划》）。《规划》提到，到2025年主要通道运输安全和粮食、能源、矿石等物资运输安全更有保障，国际物流供应链安全保障能力持续提升。"
2022北京冬奥会观赛日历：这些赛事千万别错过！,距离北京冬奥会开始只有8天时间了，本届冬奥会有哪些精彩看点？武大靖、谷爱凌、任子威等夺冠热门选手哪天比赛？
Run out of road? 无路可走,Run out of road意思是无路可走，没地方可去。
养猫还是养狗？调查显示，它才是最受欢迎的都市宠物,一项调查显示，猫咪已经超过狗狗，成为中国都市人最喜欢的宠物。
每日新闻播报（February 11）,今日播报内容：今年载人航天实施6次发射任务；我国加快推进城镇环境基础设施建设；到2025年全国将建设1000家国家级生态农场；'睡眠休息舱'成冬奥记者打盹儿神器。
每日一词∣能源绿色低碳转型 a green-oriented transition of energy,国家发展改革委、国家能源局近日印发《关于完善能源绿色低碳转型体制机制和政策措施的意见》。《意见》提出，深化能源领域体制机制改革创新，加快构建清洁低碳、安全高效的能源体系。
冬奥小百科：为什么速滑运动员要佩戴眼镜？,在观看精彩的速滑比赛时，你可能会注意到一个小细节，那就是运动员几乎个个佩戴眼镜。你知道这是为什么吗？
国家广电总局:演员总片酬不得超过制作总成本40%,促进电视剧市场公平竞争，防止资本无序扩张，鼓励资本与产业良性互动。
Lose heart? 灰心,如果说一个人lose heart，意思是这个人感到灰心沮丧，失去了希望。
俄罗斯保安上班无聊给名画化“眼睛”，致价值百万画作被毁,一家俄罗斯画廊的一名保安在无聊时，为画作上本没有脸的人物画上了眼睛，一幅价值74万英镑的画作因此被毁。
“谈恋爱”用英语怎么说？,这个情人节你怎么过？在这个浪漫的节日里，“BBC实用英语”教你用英语表示“谈恋爱”。
“睡眠休息舱”成冬奥记者打盹儿神器，这个细节太人性化了,为了方便熬夜工作的记者短暂休息，在北京冬奥会主新闻中心地下2层的走廊里，摆放了20台“睡眠休息舱”。
一课译词：和颜悦色,“和颜悦色”，意思是和蔼可亲的面色，形容态度温和亲切。可以翻译为“with a kind and pleasant countenance”。
“00后”中国运动员用青春力量书写冬奥精彩,在北京冬奥会上，中国“00后”冬奥健儿们驰骋冰雪赛场，用拼搏展现青春力量。
每日一词∣金融标准化 financial standardization,近日，中国人民银行会同市场监管总局、银保监会、证监会联合印发《金融标准化“十四五”发展规划》。《规划》提出，到2025年，与现代金融体系相适应的标准体系基本建成。
每日新闻播报（February 9）,今日播报内容：春节假期非现金支付交易14.9万亿元；冬奥短道速滑任子威摘金；2022春节档总票房破60亿；英女王力挺儿媳卡米拉成为王后。
看懂冬奥：观众为何向花样滑冰运动员扔毛绒玩具？,观看花样滑冰比赛，经常能看到现场观众向场内抛洒毛绒玩具的画面。为什么扔的是毛绒玩具而不是鲜花或其他东西呢？
顺游而行会让你在成功路上事半功倍,成功就意味着过劳吗？演讲者认为，成功不一定要以健康和快乐为代价，事实上我们可以通过做更少的事情来实现更多的成就。
每日一词| 北京冬奥会中国首金 China's first gold medal at Beijing 2022,中共中央政治局委员、国务院副总理孙春兰代表党中央、国务院向中国体育代表团发来贺电。
“速度滑冰”与“短道速滑”的区别,短道速滑和速度滑冰到底有什么不同？只是赛道长度不一致吗？
每日新闻播报（February 8）,今日播报内容：春节假期国内游出游2.51亿人次；中国女足夺亚洲杯冠军；冬奥顶流'冰墩墩'卖到断货；渥太华因抗议活动进入紧急状态。
每秒旋转数圈，花滑运动员们为什么转不晕？,旋转、跳跃，无论动作多复杂，花滑运动员们总能在完成高难度旋转后，保持优美滑行。花滑运动员们为什么转不晕？
一课译词：单板滑雪,2月7日，在北京冬奥会上，中国选手苏翊鸣获得男子单板滑雪坡面障碍技巧银牌，为中国队创造了该项目历史最好成绩。
美国中情局再曝侵犯人权丑闻，用数百名儿童做人体实验,CIA曾秘密资助一项长达数十年的人体实验，311名儿童在不知情的情况下被用作精神分裂研究的试验品。
英国女王登基70周年 力挺儿媳卡米拉成为王后,女王在70周年登基纪念公开信中称，真诚希望自己的长子查尔斯王子继承王位之后，儿媳卡米拉将获得“王后”的称号。
节后复工第一天，好像来上班了，又好像没来……,在疲惫、迷茫、效率低下中度过了一天，这可能是很多人复工日的真实写照。
这些走亲戚常用语 用英语怎么说？,走亲戚拜年是春节的一大传统习俗。看到许久未见的家人们时，我们总会先寒暄两句。怎样用英语夸老人“身体倍儿棒”、“有精神头”？怎样感叹亲戚 “气色好”、“穿得喜庆”？口语中，“长高了”怎么说？ “BBC实用英语”视频教你用英语表达拜访亲戚时常说的寒暄语。
一课译词：虎父无犬子,“虎父无犬子”，比喻出色的父母生出的孩子也会很优秀，常用于夸奖别人的子辈。
美国运动员对冬奥村“智能床”赞不绝口！睡“纸板床”的同行酸了,美国运动员分享北京冬奥村的智能床，其他同行彻底“酸了”。但北京冬奥会的“黑科技”可不止这一种。
一课译词：卧虎藏龙,虎年就要到了，来学几个和虎有关的成语吧。
每日一词|北京冬奥会中国体育代表团 Chinese delegation for the Beijing 2022 Winter Olympic Games,北京冬奥会是中国体育代表团历史上参赛规模最大的一届冬奥会。
北京冬奥火炬传递2月2日启动 火炬手最大86岁最小14岁,整个火炬传递将在11个闭环外的封闭传递区域和1个闭环内的独立传递区域进行。
每日新闻播报（January 27）,今日播报内容：节能减排综合工作方案印发；去年财政收入同比增长10.7%；胡润发布全球瞪羚企业榜单；IMF下调2022年全球经济增长预期。
研究：家庭贫富改变婴儿大脑,贫穷不仅会影响孩子的学业成绩和未来收入，还会改变宝宝的大脑活动水平，而且这种改变在宝宝出生的第一年就开始发生了。
“酥脆可口、入口即化、鲜嫩多汁”等用英语怎么说？,表示食物“老”、“烂糊”，可以使用哪些说法？看“BBC实用英语”视频，学习描述食物口感时常用的十种说法。
一课译词：争先恐后,“争先恐后”，意思是指争着向前，唯恐落后。可以翻译为“rival for priority”等。
美国超1000万名儿童感染新冠病毒,AAP的报告显示，截至1月20日，美国累计报告10603034例儿童确诊病例，占本国新冠确诊病例总数的18.4%。
研究：戴口罩让人看上去更有魅力,新冠疫情期间的正面新闻少之又少，然而英国学者们却给我们带来了一则积极的讯息，那就是戴口罩会让人看起来更有魅力。
一课译词：细水长流,“细水长流”，字面意思是“water flowing out in a trickle takes a long time to exhaust”，比喻节约使用财物，精打细算。
研究：全球变暖会导致早产和婴幼儿肥胖,全球变暖会摧毁珊瑚礁，导致生物灭绝，造成农作物歉收，如今研究发现，全球变暖还会导致早产和婴幼儿肥胖，并降低怀孕率。
一课译词：辗转反侧,“辗转反侧”，躺在床上翻来覆去睡不着。形容心里有所思念或心事重重。可以翻译为“toss and turn restlessly”等。
Playing for keeps? 玩真的,Playing for keeps意思是玩真的，全力以赴，志在必得。
每日新闻播报（January 14）,今日播报内容：'十四五'数字经济发展规划印发；12月CPI同比上涨1.5%；博鳌亚洲论坛将于春季举办年会；海南离岛免税购物消费火爆。
研究：气候变化或致肾结石发病率增加,美国一项研究显示，如果温室气体排放继续保持目前的速度，肾结石病例将增加2.2%至3.9%。
每日新闻播报（January 13）,今日播报内容：国办发文促进外贸平稳发展；2021年我国钢铁生产如期减量；08年奥运媒体包现身北京冬奥；美国日增新冠病例近150万例。
一课译词：四通八达,“四通八达”，字面意思是四面八方都有路可走。形容交通非常便利，也形容通向各方。
每日一词∣离岛免税购物,2021年，海南离岛免税购物金额495亿元，与上年相比增长80%，购物人数672万人次，购物件数7000余万件。
叙利亚正式加入共建“一带一路”大家庭,中国与叙利亚12日签署 “一带一路”合作谅解备忘录，叙利亚正式成为共建“一带一路”大家庭的新成员。
暖气太贵用不起？英国供热企业建议客户“抱宠物取暖”,对于贫困家庭用不起暖气的现状，一家供热企业发布了“保暖小妙招”，其中包括抱宠物取暖、做运动、喝粥等。
“治愈、暖心”用英语怎么说？,在寒冷的冬天，有没有一段“暖心的”视频，让你倍感温馨？有没有一首歌曲能帮你“舒缓身心”？哪部“治愈系”电影是你的最爱？
世卫组织警告：欧洲超一半人口将在未来6至8周感染奥密克戎毒株,世界卫生组织官员11日表示，按照当前传播速度，预计未来6至8周，欧洲超过一半人口可能感染奥密克戎。
每日一词∣智慧旅游 smart tourism,国务院近日印发《“十四五”旅游业发展规划》（以下简称《规划》）。《规划》指出，加快推进以数字化、网络化、智能化为特征的智慧旅游，扩大新技术场景应用。
2021年我国5G手机出货量达2.66亿部,近年来，中国一直在加快5G网络建设。工业和信息化部数据显示，2021年，全年新增5G基站数达到了65.4万个。
每日新闻播报（January 24）,今日播报内容：英供热企业建议客户'抱宠物取暖'；魁北克向拒打疫苗者征健康税；挪威退役士兵被要求交回内衣袜子；世界上最长寿男性去世。
新的一年要更阳光：6个好习惯让你保持好心情,生活不易，如何才能保持好心情？养成良好的习惯大有裨益。哪些习惯能给你的生活带来阳光呢？
接种新冠疫苗会影响男性生育能力吗？科学研究给出答案了,波士顿大学的一项研究显示，接种新冠疫苗不会影响一对夫妇的受孕几率，但是感染新冠病毒可能会损害男性的生育能力。
Quora精选：怎样成为一个更有魅力的男人？,有什么生活技巧能让一个男人看上去更帅气/迷人？来看看Quora上的高赞回答。
国际大牌又来蹭中国新年热度了，不过有人格局打开了……,农历虎年快到了，一年一度的国外大牌蹭热度环节也如期而至，各大奢侈品牌近期纷纷推出了自己的虎年限定。
一课译词：目不转睛,“目不转睛”，汉语成语，意思是指眼球一动不动地盯着看，形容注意力很集中，看得出神。可以翻译为“gaze steadily”等。
Up for grabs? 人人都有机会获取,Up for grabs意思是可得的，人人都有机会获取。
How so 不是“怎么这样”，那它是什么意思？,比如“How so”这个短语，听上去像“怎么这样”的意思，其实它的真正含义跟“怎么这样”还是有出入的。
张文宏：这可能是新冠大流行最后一个寒冬,张文宏表示，“我依然对今年年底结束新冠大流行抱有很大的信心”。
一课译词：不可开交,“不可开交”，比喻纠缠在一起，无法摆脱或结束。可以翻译为“be locked in，be tied up”等。常用表达如“忙得不可开交”。
每日新闻播报（January 17）,今日播报内容：华裔玩偶成美国2022'年度女孩'；美心脏病患者接受猪心移植；日本推出世界首辆'双模车'；欧洲超半数人口将感染奥密克戎毒株。
每日一词∣知识密集型服务贸易,近年来我国新兴服务业发展较快，服务供给的质量、效率和出口竞争力显著提升，为知识密集型服务贸易发展奠定了坚实基础。
加拿大魁北克将对拒打疫苗者征收“健康税”,魁北克新冠死亡人数激增，重症监护室中的新冠患者近半数都没有接种疫苗。为此魁北克政府决定，将对拒绝接种疫苗者征税。
2021年12月份商品住宅销售价格环比呈降势 同比涨幅回落,2021年12月份，70个大中城市商品住宅销售价格环比总体延续四季度以来的下降态势。
挪威退役士兵被要求交回内衣、袜子，清洁后给新兵用,挪威要求现役军人在服完兵役后交回内衣，包括胸罩和袜子，以便清洗后给下一批入伍新兵重复使用。
看电影看到气哭？“烂片排雷指南”来了！,演员演技让人出戏、情节东扯西拉、强行贩卖情怀……两个小时看下来要被气哭。是时候出一篇“烂片排雷指南”了。
女孩退役后当HR，重返赛场又拿到奥运金牌！小说都不敢这么写,五年前，在江西南昌一家家具公司工作的徐诗晓，像往常一样上班时意外接到了前教练的电话，询问她是否有意愿重返皮划艇赛场。
一课译词：双管齐下,“双管齐下”，原指手握两支笔，同时作画，后比喻为达到某种目的，同时从两方面进行。
每日一词∣雅万高铁  Jakarta-Bandung High Speed Railway,习近平强调，要把共建“一带一路”同中国构建新发展格局、印尼国家中长期发展规划结合起来，统筹推进后疫情时期合作，高质量建设雅万高铁。
全国多地试点免费接种HPV疫苗,我国将鼓励有条件的地区积极采用多种筹资模式，逐步开展HPV疫苗免费接种。
每日一词∣新能源公交车辆 buses running on new energy,国务院近日发布《“十四五”现代综合交通运输体系发展规划》。《规划》提出，到2025年，城市新能源公交车辆占比将从66.2%提高至72%，交通运输二氧化碳排放强度将降低5%。
今日大寒：关于大寒的知识和习俗你了解多少？,大寒到顶端，日后天渐暖。大寒是二十四节气中的最后一个节气。关于大寒，你了解多少？
每日新闻播报（January 20）,今日播报内容：交通运输体系发展规划发布；今年确保脱贫人口就业规模高于3000万人；数字人民币交易额超875亿；全美多城出现垃圾危机。
虎年“虎”语：五个和“老虎”有关的英语表达,“骑虎难下”在英语中有类似的说法吗？怎么用与老虎相关的短语来表达“放松点”？
每日一词∣免疫鸿沟immunization gap,1月17日，国家主席习近平在北京出席2022年世界经济论坛视频会议并发表演讲。他强调，特别是要用好疫苗这个有力武器，确保疫苗公平分配，加快推进接种速度，弥合国际“免疫鸿沟”。
循规蹈矩的人，何以改变世界？,在演讲中， 他用自己的例子证明，学习成绩的好坏并不能衡量孩子的能力与潜力。
每日新闻播报（January 19）,今日播报内容：2021年中国GDP增长8.1%；北京奥密克戎病例溯源公布；北京冬奥定向组织现场观赛；上海出台盲盒消费监管新规。
一课译词：操之过急,“操之过急”，汉语成语，意思是处理事情、解决问题过于急躁。可以翻译为“handle with undue haste”。
疫情期间如何缓解心理压力？专家为你来支招,伴随着疫情，我们又跨入了新的一年。许久没有机会放飞心情的人们，难免感到烦躁和抑郁，这些负面情绪和心理压力要如何排解？
预防境外物品“物传人”，快递包裹、进口水果这样处理更安全,近日，快递包裹是否会引发新冠病毒“物传人”受到关注。如果收到境外快递，怎么样做才能降低风险呢？
一课译词：如释重负,“如释重负”，好像放下了沉重的担子那样轻松（as if relieved of a heavy burden），形容因解除了负担或摆脱困扰而感到轻松。
2021年中国GDP占全球经济比重预计超过18%,2021年，面对复杂严峻的国际环境和国内疫情散发等多重考验，我国经济实现稳健增长。
2021年度生命科学十大进展出炉,1月10日，中国科协生命科学学会联合体公布2021年度中国生命科学十大进展。
一课译词：探口风,“探口风”，意思是探听别人的口气，形容探取对方口中透露出来的讯息，揣摩其含义。可以翻译为“sound somebody out。”
每日一词∣ 药品和高值医用耗材集中带量采购,1月10日召开的国务院常务会议决定常态化制度化开展药品和高值医用耗材集中带量采购，进一步降低患者医药负担。
每日新闻播报（January 12）,今日播报内容：1月10日起全国铁路调图；加快实施”十四五”重大项目；广西发现7万平米大型古墓群；全球自身免疫性疾病病例激增。
每日一词∣数字人民币 China's digital yuan,中国人民银行金融市场司司长邹澜1月18日在新闻发布会上表示，我国稳妥推进数字人民币研发试点，截至2021年12月31日，数字人民币试点场景已超过808万个，累计开立个人钱包2.61亿个，交易金额近875.7亿元。
每日新闻播报（January 21）,今日播报内容：加强春节期间能源和市场保供；推动平台经济规范健康持续发展；'两癌'筛查对象扩大至城乡适龄妇女；全球变暖会导致早产和婴幼儿肥胖。
奥运转播公司CEO：北京冬奥会开幕式“非常震撼” 千万别错过,扬尼斯·埃克萨科斯表示，2022北京冬季奥运会开幕式将与2008北京夏季奥运会开幕式“截然不同”但是会“同样震撼”。
Err on the side of being too early? 宁早勿迟,Better to err on the side of being too early than too late意思就是宁早勿迟。
美国专家对比中美应对疫情方式：中国以人为本,哈维·佐丁表示，在应对疫情时，中美两国的处理方式截然不同，这是一个关于两种治理体系的故事——一个成功，另一个艰难挣扎。
新一期LPR“双降”，传递稳增长信号,在一个月的时间里，连续两次累计下调，货币政策逆周期调控力度加大，体现了宏观政策前置发力，有助于稳定市场预期、增强市场主体信心。
每日一词∣促进春节消费,1月16日，国家发展改革委发布《关于做好近期促进消费工作的通知》（以下简称《通知》），强调在精准有效做好疫情防控前提下，抓住春节等传统佳节消费旺季契机。
每日新闻播报（January 18）,今日播报内容：2022年春运正式开启；2021年实际使用外资规模再创新高；气候变化或致肾结石发病率增加；德约科维奇遭驱逐无缘2022澳网。
霍金诞辰80周年：回顾他说过的那些经典名言,今年是世界著名物理学家斯蒂芬·霍金诞辰80周年，这位把生命活成奇迹的人在世时曾说过了不少经典名言，一起来回顾一下。
